numero_de_cliente	foto_mes	active_quarter	cliente_vip	internet	cliente_edad	cliente_antiguedad	mrentabilidad	mrentabilidad_annual	mcomisiones	mactivos_margen	mpasivos_margen	cproductos	tcuentas	ccuenta_corriente	mcuenta_corriente_adicional	mcuenta_corriente	ccaja_ahorro	mcaja_ahorro	mcaja_ahorro_adicional	mcaja_ahorro_dolares	cdescubierto_preacordado	mcuentas_saldo	ctarjeta_debito	ctarjeta_debito_transacciones	mautoservicio	ctarjeta_visa	ctarjeta_visa_transacciones	mtarjeta_visa_consumo	ctarjeta_master	ctarjeta_master_transacciones	mtarjeta_master_consumo	cprestamos_personales	mprestamos_personales	cprestamos_prendarios	mprestamos_prendarios	cprestamos_hipotecarios	mprestamos_hipotecarios	cplazo_fijo	mplazo_fijo_dolares	mplazo_fijo_pesos	cinversion1	minversion1_pesos	minversion1_dolares	cinversion2	minversion2	cseguro_vida	cseguro_auto	cseguro_vivienda	cseguro_accidentes_personales	ccaja_seguridad	cpayroll_trx	mpayroll	mpayroll2	cpayroll2_trx	ccuenta_debitos_automaticos	mcuenta_debitos_automaticos	ctarjeta_visa_debitos_automaticos	mttarjeta_visa_debitos_automaticos	ctarjeta_master_debitos_automaticos	mttarjeta_master_debitos_automaticos	cpagodeservicios	mpagodeservicios	cpagomiscuentas	mpagomiscuentas	ccajeros_propios_descuentos	mcajeros_propios_descuentos	ctarjeta_visa_descuentos	mtarjeta_visa_descuentos	ctarjeta_master_descuentos	mtarjeta_master_descuentos	ccomisiones_mantenimiento	mcomisiones_mantenimiento	ccomisiones_otras	mcomisiones_otras	cforex	cforex_buy	mforex_buy	cforex_sell	mforex_sell	ctransferencias_recibidas	mtransferencias_recibidas	ctransferencias_emitidas	mtransferencias_emitidas	cextraccion_autoservicio	mextraccion_autoservicio	ccheques_depositados	mcheques_depositados	ccheques_emitidos	mcheques_emitidos	ccheques_depositados_rechazados	mcheques_depositados_rechazados	ccheques_emitidos_rechazados	mcheques_emitidos_rechazados	tcallcenter	ccallcenter_transacciones	thomebanking	chomebanking_transacciones	ccajas_transacciones	ccajas_consultas	ccajas_depositos	ccajas_extracciones	ccajas_otras	catm_trx	matm	catm_trx_other	matm_other	ctrx_quarter	tmobile_app	cmobile_app_trx	Master_delinquency	Master_status	Master_mfinanciacion_limite	Master_Fvencimiento	Master_Finiciomora	Master_msaldototal	Master_msaldopesos	Master_msaldodolares	Master_mconsumospesos	Master_mconsumosdolares	Master_mlimitecompra	Master_madelantopesos	Master_madelantodolares	Master_fultimo_cierre	Master_mpagado	Master_mpagospesos	Master_mpagosdolares	Master_fechaalta	Master_mconsumototal	Master_cconsumos	Master_cadelantosefectivo	Master_mpagominimo	Visa_delinquency	Visa_status	Visa_mfinanciacion_limite	Visa_Fvencimiento	Visa_Finiciomora	Visa_msaldototal	Visa_msaldopesos	Visa_msaldodolares	Visa_mconsumospesos	Visa_mconsumosdolares	Visa_mlimitecompra	Visa_madelantopesos	Visa_madelantodolares	Visa_fultimo_cierre	Visa_mpagado	Visa_mpagospesos	Visa_mpagosdolares	Visa_fechaalta	Visa_mconsumototal	Visa_cconsumos	Visa_cadelantosefectivo	Visa_mpagominimo	clase_ternaria	pos	cluster2
121664518	202101	0	0	0	41	120	2520.61	22723.59	1730.53	673.55	0	5	1	1	0	-26198.81	2	0	0	0	1	-28596.37	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1928.17	2	1730.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																													BAJA+2	1	4
121675582	202010	1	0	0	29	117	-3716.7	-11222.07	2345.07	-4333.37	-834.39	7	1	1	0	-5.79	2	287.31	0	0	1	0.57	1	1	1104.62	1	25	13998.64	1	4	159791.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	587.76	1	9702.36	0	0	1	645.15	0	0	0	0	0	0	0	0	8	2345.07	0	0	0	0	0	4	67462.06	3	60670.89	0	0	0	0	0	0	0	0	0	0	1	5	1	179	0	0	0	0	0	0	0	0	0	132	0	1	0	0	202694.4	-1214		258437.29	109068.3	149368.98	157592.63	1888.76	225216	0	0	3	0	-10503.01	0	635	157592.63	2	0	105745.95	0	0	202694.4	-425		9651.07	11320.7	0	9448.26	0	225216	0	0	3	0	-47546.01	365.87	693	9448.26	37	0	304.98	BAJA+2	1	7
121683556	202011	1	0	0	43	118	254.71	4515.08	47.14	59.44	117.52	6	1	1	0	-14.95	2	956.66	0	0	1	6807.54	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25957.34	0	0	0	0	0	0	0	0	2	47.14	0	0	0	0	0	3	49383.3	2	22638.9	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	39	0	0	0	0	126684	-1611		0	0	0			140760			5	0			1315				0	0	0	126684	-1976		48.84	57.28	0	0	0	140760	0	0	5	0	-48.53	0	1315	0	0	0	46.92	BAJA+2	1	1
121722492	202105	1	0	0	38	123	-393.41	2381.42	68.3	137.07	-530.69	6	1	1	0	-3536.09	2	3524.68	0	77648.11	1	96537.98	1	2	2699.07	1	2	4909	1	5	7962.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	392.95	1	791.77	0	0	0	0	1	352.8	0	0	0	0	0	0	8	68.3	0	0	0	0	0	5	48503.55	6	19471.8	6	77418	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	3	42228	3	35190	92	0	1	0	0	88678.8	-394		8058.47	8058.47	0	7816.62	0	98532	0	0	5	0	-949.33	0	3645	7816.62	4	0	410.55	0	0	88678.8	-394		4235.22	4967.91	0	392.95	0	98532	0	0	5	0	-903.46	0	3645	392.95	1	0	246.33	BAJA+2	1	3
121730388	202102	1	0	0	52	121	187.03	19768.95	1555.89	-1427.48	260.51	8	1	1	0	-2545.76	3	11243.67	602.13	0	1	-4850.16	1	4	14450.46	1	0	0	0	0	0	1	4184.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4952.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	8	1555.89	0	0	0	0	0	1	75679.02	0	0	2	55717.5	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	2	55717.5	0	0	48	0	1																							0	0	126684	-121		0	0	0			140760			4	0			3183				0	BAJA+2	1	2
121752121	202101	1	0	0	33	120	1842.11	15945.89	1225.04	456.68	69.38	6	1	1	0	-6376.14	5	584.07	0	0	0	-3845.43	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52884.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	2	1225.04	0	0	0	0	0	2	15246.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	3	0	1	0	0	152020.8	-576		0	0	0			168912			4	0			3471				0																							BAJA+2	1	2
121758832	202011	1	0	0	50	68	1342.87	2570.71	1225.04	100.45	0	6	1	1	0	-4267.02	2	0	0	0.95	1	-7003.47	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	2	1225.04	0	0	0	0	0	0	0	1	1407.6	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	4	0	1	0	0	63342	-699		0	0	0			70380			5	0			1499				0	0	0	88678.8	-150		0	0	0			98532			12	0			2049				0	BAJA+2	1	1
121771060	202105	1	0	1	47	123	1695.92	17070.01	1592.2	88.42	0	4	1	1	0	-2556	2	0	0	91.07	0	-4377.21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	2	1592.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1																																													BAJA+2	1	4
121855130	202102	1	0	0	59	96	2609.73	24599.67	63.84	2114.58	55.83	6	1	1	0	0	2	668.93	0	52.67	0	123.24	1	0	0	1	8	9225.04	1	4	7424.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	63.84	0	0	0	0	0	2	16304.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	114	0	0	0	0	0	0	0	0	0	45	0	0	0	0	38005.2	-1156		27374.62	27374.62	0	0	0	42228	0	0	-3	0	-12756.11	0	689	0	0	0	7495.47	0	0	38005.2	-1797		30452.09	35720.3	0	5588.2	1.57	42228	0	0	-3	0	-9278.14	0	1508	5588.2	6	0	9301.89	BAJA+2	1	7
121900352	202105	1	0	0	43	76	1.19	7767.81	0	0	1.02	6	1	1	0	0	2	78.63	0	0	1	78.54	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	126684	-2098		0	0	0			140760			5	0			2293				0	0	0	202694.4	-2098		0	0	0			225216			5	0			2293				0	BAJA+2	1	5
121917930	202101	1	0	0	40	119	-1227.23	2602.69	-1197.67	-48.66	23.46	4	1	1	0	215.83	2	550.34	0	0	1	3722.01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-1364.94	4	-1197.67	0	0	0	0	0	1	1938.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	0	0	0	0	0	0	0	0	13	0	0	0	9	101347.2	-453		1938.05	1938.05	0	2346	0	112608	0	0	11	0	0	0	3569	2346	1	0	0	0	9	101347.2	-453		0	0	0			112608			11	0			3569				0	BAJA+2	1	1
121918660	202104	1	0	0	40	122	1527.15	20554.83	2986.56	-1880.82	636.65	7	1	1	0	-1683.3	2	27855.73	0	21977.63	1	68141	1	4	9055.46	1	12	6731.36	1	6	28523.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	69.81	9	4773.69	3	17836.49	0	0	1	47396.39	0	0	0	0	0	0	1	2505.95	12	2986.56	0	0	0	0	0	19	90262.35	4	86854.78	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	170	0	1	0	0	253368	-425		28866.16	28866.16	0	17836.49	0	281520	0	0	2	0	-27806.72	0	3609	17836.49	3	0	2123.13	0	0	253368	-974		5807.45	6812.13	0	4773.69	0	281520	0	0	2	0	-8210.28	0	2333	4773.69	9	0	961.86	BAJA+2	1	7
121949384	202011	1	0	0	32	117	989.78	-6802.55	1287.68	-175.91	-78.05	6	1	1	0	0	2	1461.53	0	6.67	1	200.64	1	0	0	1	0	0	1	1	3092.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	4	1287.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	76010.4	-850		3129.91	3129.91	0	0	0	84456	0	0	5	0	-3129.91	0	3176	0	0	0	340.17	0	0	76010.4	-607		0	0	0	0	0	84456	0	0	12	0	-1063.41	0	3429	0	0	0	0	BAJA+2	1	3
121972914	202105	1	0	0	34	123	41.61	1443.79	139.76	-180.12	96.45	7	1	1	0	-21.24	2	0	0	0	1	-21.24	1	0	0	1	5	12605.56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	9087.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	139.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	101347.2	-1978		0	0	0			112608			12	0			3526				0	1	0	101347.2	-517	0	10757.18	12618.17	0	9087.34	0	112608	0	0	12	0	-12392.58	0	3526	9087.34	4	0	516.12	BAJA+2	1	3
121982112	202012	1	0	0	60	118	746.69	1816.17	-114.91	0	734.54	6	1	1	0	0	4	45170.32	0	0	1	36821.92	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	195989.59	0	0	3	3307.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-114.91	0	0	0	0	0	0	0	0	0	2	58650	0	0	0	0	0	0	0	0	0	0	1	36	1	6	0	1	0	2	58650	0	0	31	0	1	0	0	63342	-729		0	0	0			70380			1	0			2579				0	0	0	101347.2	-1976		0	0	0			112608			8	0			3532				0	BAJA+2	1	1
121983198	202009	1	0	1	27	115	28.96	2521.57	0.82	23.99	0	6	1	1	0	-0.07	2	0	0	0	1	-0.05	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.82	1	0	0	1	1.17	2	120.63	1	1.26	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	14	0	0	0	0	202694.4	-272		0	0	0			225216			0	0			826				0	0	0	202694.4	-1733		0	0	0			225216			0	0			1582				0	BAJA+2	1	1
121993551	202105	0	0	0	53	4	0	0	0	0	0	6	2	1	0	0	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88678.8	-2098		0	0	0			98532			5	0			103				0	0	0	177357.6	-2098		0	0	0			197064			5	0			103				0	BAJA+2	1	5
121995693	202008	1	0	0	29	114	1463.25	5885.85	1225.04	201.65	1.43	6	1	1	0	-6875.08	2	0	0	0	1	-8385.4	1	0	0	1	1	3479.42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	2	1225.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	76010.4	-1307		0	0	0			84456			12	0			1636				0	0	0	126684	-1124		3859.18	1016.79	3510.02	3468.39	46.9	140760	0	0	5	0	0	0	3261	3468.39	1	0	1208.19	BAJA+2	1	3
122009934	202010	1	0	0	26	30	270.27	8994.22	202.35	-49.89	107.79	6	1	1	0	-7747.61	2	66.73	0	0	1	-11680.85	1	2	1938.91	1	14	12690.89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	49338.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	202.35	0	0	0	0	0	1	1173	5	20263.57	5	11612.7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	6334.2	2	5278.5	108	0	1	0	0	50673.6	-2129		0	0	0			56304			3	0			75				0	0	0	50673.6	-2129		10975.25	12873.96	0	6081.98	0	56304	0	0	3	0	-9746.55	0	75	6081.98	8	0	914.94	BAJA+2	1	7
122034618	202008	1	0	1	31	25	2710.47	14887.12	91.41	1953.36	279.43	6	1	1	0	-7168.46	2	2143.32	0	0	1	1022.7	1	5	12413.92	1	2	3120.95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3658.8	0	0	0	0	0	0	0	0	1	75.95	0	0	0	0	0	0	8	91.41	0	0	0	0	0	8	34404.09	6	32808.81	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	106	1	77	0	0	63342	-394		2519.11	2519.11	0	0	0	70380	0	0	5	0	-1198.8	0	728	0	0	0	2510.22	0	0	63342	-394		7075.07	8299.05	0	-14.69	6.05	70380	0	0	5	0	-7038	0	728	-14.69	2	0	5114.28	BAJA+2	1	3
122052058	202006	0	0	0	50	112	0	0	0	0	0	10	1	1	0	859.1	2	1.75	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	8327.37	4	11337	0	0	0	0	1	874.97	0	0	0	0	0	0	2	2737.54	0	0	0	0	0	0	0	3	19941	1	9384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	202694.4	-1247		0	0	0			225216			-1	0			597				0	0	0	202694.4	-2914452		29633.85	34760.5	0	10699.2	0	225216	0	0	-1	0	-2160.14	0	597	10699.2	3	0	2557.14	BAJA+2	1	3
122061829	202008	1	0	1	33	113	1673.49	17818.98	1748.96	-105.4	41.06	6	1	1	0	-302.84	2	718.94	0	0	0	-1399.56	1	0	0	1	4	5412.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2565.11	0	0	0	0	0	0	0	0	0	0	0	0	1	1928.17	4	1748.96	0	0	0	0	0	1	720.71	1	9266.72	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	31	0	0																							0	0	253368	-1155		4614.42	5412.71	0	2565.11	0	281520	0	0	5	0	-5412.71	0	2148	2565.11	1	0	387.09	BAJA+2	1	3
122093333	202007	1	0	1	54	73	-1269.5	1187.79	-1225.04	-41.3	3.4	6	1	1	0	-411.69	2	0	0	0	1	-1777.38	2	0	0	1	2	2082.01	1	2	5024.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2082.01	0	0	0	0	0	0	0	0	0	0	0	0	3	-1364.94	2	-1225.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	21	0	0	0	0	0	0	0	0	0	6	0	0	0	0	126684	-1825		5022.31	5022.31	0	0	0	140760	0	0	9	0	-7882.56	0	2193	0	0	0	281.52	0	0	126684	-1764		1774.95	2082.01	0	2082.01	0	140760	0	0	2	0	0	0	1530	2082.01	2	0	82.11	BAJA+2	1	3
122111996	202011	1	0	0	38	117	18334.97	73510.44	-859.11	15947.53	415.72	7	1	1	0	0	2	4407.62	0	0	1	25585.91	1	6	11968.2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	69.81	0	0	0	0	0	0	2	2864.26	0	0	0	0	0	0	1	1364.94	12	-859.11	0	0	0	0	0	6	744503.1	4	14873.64	10	33313.2	0	0	0	0	0	0	0	0	1	6	1	58	0	0	0	0	0	1	2346	9	30967.2	136	1	1	0	0	177357.6	-791		0	0	0			197064			5	0			2874				0	0	0	354715.2	-699		187.55	219.99	0	0	0	394128	0	0	5	219.99	0	0	2986	0	0	0	211.14	BAJA+2	1	1
122115243	202012	1	0	0	64	95	256.13	3890.13	199.92	47.88	0.04	7	1	1	0	-2043.3	2	0	0	0	1	-2140.19	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	152.49	0	0	0	0	0	0	0	0	4	199.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	10	0	1	0	0	50673.6	-58		0	0	0			56304			8	0			2870				0	0	0	88678.8	-58		0	0	0			98532			8	0			2870				0	BAJA+2	1	5
122125764	202105	1	0	0	32	123	1714.33	9336.22	1592.2	39.9	64.22	6	1	1	0	-2516.44	4	4904.39	0	0	0	2068.21	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1257.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1774.04	2	1592.2	0	0	0	0	0	2	11378.1	1	5513.1	0	0	0	0	0	0	0	0	0	0	1	8	1	29	1	0	0	0	2	0	0	0	0	18	0	1	0	0	76010.4	-456		0	0	0			84456			26	0			1758				0	0	0	126684	-1552		0	0	0			140760			26	0			1758				0	BAJA+2	1	1
122146668	202101	1	0	0	45	119	1348.21	1817.48	1593.25	-500.02	291.12	6	1	1	0	0	2	1075.51	0	0	1	778.96	2	0	0	1	2	404.09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2111.4	1	248.67	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	4	1593.25	0	0	0	0	0	2	4105.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	18	0	0	0	0	76010.4	-2218		0	0	0			84456			4	0			3266				0	0	0	76010.4	-1884		344.84	404.49	0	248.67	0	84456	0	0	25	404.49	-766.73	0	3610	248.67	1	0	23.46	BAJA+2	1	3
122173839	202103	1	0	0	48	121	3977.74	42982.43	2279.71	-1838.45	3286.05	5	1	1	0	0	2	220170.29	0	115584	1	57473.53	2	10	22845.58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	112647.72	0	0	0	0	0	0	1	1774.04	12	2279.71	1	0	0	1	234.6	9	112157.88	9	44157.51	0	0	5	304468.4	0	0	0	0	0	0	1	1	1	60	1	1	0	0	0	0	0	0	0	239	0	1																							0	0	101347.2	-2220		0	0	0			112608			1	0			2164				0	BAJA+2	1	1
122180570	202103	1	0	0	52	121	878.94	13803.62	329.85	0	468.1	4	1	1	0	0	2	35816.94	0	0	0	269737.01	2	10	55255.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	323030.1	0	0	0	0	0	0	0	0	0	0	7	50390.98	0	0	0	0	0	0	0	0	8	329.85	0	0	0	0	0	1	5865	5	66602.94	11	70380	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	9	61582.5	2	8797.5	187	0	1																																													BAJA+2	1	2
122182514	202006	0	0	0	31	78	0	0	0	0	0	7	1	1	0	-940.32	2	719.77	0	97520.4	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	964.08	0	0	1	0	0	1	234.6	3	31084.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	304041.6	-760		0	0	0			337824			-1	0			2185				0	0	0	304041.6	-1430		0	0	0			337824			-1	0			1860				0	BAJA+2	1	1
122183699	202102	1	0	0	34	42	-337.08	-2784.83	1204.16	-2276.69	962.75	7	1	1	0	-106.02	2	12334.75	0	33866.32	1	70847.58	1	1	269.79	1	76	80862.1	1	24	38833.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	18074.69	0	0	0	0	2	586.5	0	0	0	0	0	0	0	0	8	1204.16	0	0	0	0	0	7	53654.83	2	23896.86	0	0	0	0	0	0	0	0	0	0	0	0	1	283	1	0	1	0	0	0	0	0	0	322	0	1	0	0	126684	-1797		39299.11	39299.11	0	37471.13	0	140760	0	0	-3	0	-33703.43	0	1151	37471.13	23	0	2639.25	0	0	126684	-2039		69763.38	81832.44	0	68197.62	0	140760	0	0	-3	0	-65374.36	5.93	1264	68197.62	65	0	4832.76	BAJA+2	1	7
122196470	202102	1	0	0	44	56	61.66	3771.69	93.87	-67.71	40.25	6	1	1	0	24.96	2	1964.83	0	0	1	-445.18	2	0	0	1	4	9247.93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9247.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	93.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	18	0	1	0	0	126684	-1582		0	0	0			140760			-3	0			248				0	0	0	126684	-1705		7978.61	9358.9	0	9247.93	0	140760	0	0	-3	0	-8605.01	0	1608	9247.93	4	0	469.2	BAJA+2	1	7
122206774	202007	0	0	0	29	113	1526.55	14068.23	1158.92	292.62	20.79	5	1	1	0	-7559.84	2	0	0	0	1	-7188.24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1202.07	4	1158.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																													BAJA+2	1	4
122213683	202008	1	0	1	35	110	-670.72	8459.54	-1225.04	424.96	47.61	4	1	1	0	440.73	2	2702.99	0	0	0	571.14	1	0	0	0	0	0	0	0	0	1	94590.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1364.94	2	-1225.04	0	0	0	0	0	1	10557	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	20	0	0	0	0	0	0	0	0	0	14	0	0																																													BAJA+2	1	2
122228477	202102	1	0	0	36	48	510.53	1580.91	1729.87	-1077.12	37.62	6	1	1	0	-229.11	2	49.16	0	0	1	-1603.81	1	0	0	1	9	12908.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1009.81	0	0	0	0	0	0	0	0	0	0	0	0	1	1364.94	6	1729.87	0	0	0	0	0	1	6518.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	0	0	0	28	0	0																							0	0	126684	-1856		11338.27	13299.79	0	2044.77	0	140760	0	0	-3	0	-18278.85	0	1460	2044.77	3	0	1607.01	BAJA+2	1	3
122235751	202104	1	0	0	30	15	755.11	-33305.05	6.16	290.15	348.34	8	1	1	0	-1223.65	2	13252.49	0	0	1	465.9	2	0	0	1	1	11234.04	1	0	0	0	0	0	0	0	0	2	147563.4	0	0	0	0	0	0	0	0	0	0	0	1	133580.06	0	0	0	0	0	0	0	0	0	0	1	982.73	0	0	0	0	0	0	0	0	2	6.16	0	0	0	0	0	0	0	2	74837.4	4	13137.6	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	4	13137.6	0	0	38	0	1	0	0	202694.4	-1521		0	0	0			225216			2	0			326				0	0	0	253368	-1886		9356.25	10974.88	0	0	0	281520	0	0	2	0	0	0	326	0	0	0	856.29	BAJA+2	1	3
